껍질두께(1~3),내부중량,배꼽크기(1~3),질감(1~3),당도평균
1,35.72668505,3,1,10.80594071
1,81.31065564,2,1,11.48568482
2,44.72092121,1,1,10.56003173
2,23.41364616,2,1,12.4747078
2,65.89176761,1,2,11.40855647
1,33.89933925,1,1,11.67513225
2,34.72391391,2,1,9.60276505
2,45.36885096,2,2,13.42382858
2,47.48515669,3,2,11.3748336
2,67.88247318,3,3,8.969754434
2,68.83118581,3,2,9.167415059
2,31.37752268,3,2,9.733437327
1,35.41871506,2,1,11.06899654
1,44.00158803,3,1,11.04769007
1,57.33511978,2,1,10.0447571
2,88.32569605,3,3,9.40376738
1,30.62522664,2,1,10.6889371
3,41.45871262,3,3,10.22306243
2,39.49071533,3,1,10.7187026
1,47.77070397,2,2,10.14547146
3,59.10827148,2,2,11.59759147
3,32.85626702,3,1,9.961881215
2,51.29038906,1,3,10.62654984
1,107.2643107,1,3,11.51320066
1,44.26134806,3,2,9.894572104
3,100.3212093,2,2,9.360340936
2,92.10448167,2,1,10.06692796
3,87.77917364,2,2,8.507094974
3,105.235018,2,3,8.956407534
1,53.96233531,3,1,9.62992436
1,64.10965257,3,2,11.66758575
2,40.41594192,1,3,12.62412417
2,23.35283028,2,2,12.92086128
3,41.23181442,2,2,12.84475544
2,40.70827382,1,2,11.16684656
1,67.65541914,2,2,12.9173302
2,69.08778988,3,1,11.3573384
2,35.04527167,2,2,11.41349836
1,56.75255956,3,1,10.66636325
2,29.11569768,2,2,11.6458463
1,18.12171075,1,2,11.90915386
2,50.32627837,2,1,10.06475959
2,39.64646998,1,1,10.98866399
2,48.66818257,3,1,10.20018559
2,49.30655218,3,1,10.93224532
1,58.49257733,2,2,10.33999314
2,83.51245281,1,2,11.77885154
3,76.91436061,1,1,10.18941638
3,30.09072215,2,3,10.74296226
2,85.9429182,1,2,12.19433044
1,79.35553736,3,2,8.75308014
2,59.97488549,3,2,9.380768485
2,51.79990589,1,2,11.09814889
1,80.59804071,3,1,10.64472543
2,54.50582409,3,2,10.27921827
3,86.85248281,3,2,8.545105027
2,32.20686924,2,1,9.654891587
2,68.02356285,1,3,8.393092848
2,42.4549231,1,1,11.99687789
3,90.79901156,3,2,10.03467021
3,90.42541394,3,2,7.027503349
2,36.86873838,2,2,8.428667114
2,82.87343727,3,2,11.1961463
1,38.17327941,2,1,12.92012672
2,77.23328599,3,3,9.743037237
3,40.89892016,1,3,10.30554503
1,41.39912148,3,2,11.09974222
1,66.71107085,1,3,11.89515843
2,84.13387235,2,3,8.476368803
2,82.56588119,2,3,10.72640001
2,71.65127096,2,3,8.813347608
2,42.45569081,2,1,10.8923889
1,43.63949898,1,1,11.69836947
2,87.34297754,3,3,7.63481951
1,59.38823607,1,2,9.779246487
1,54.44135798,3,3,9.485714015
3,67.83911374,2,1,9.537160314
1,60.68849639,3,1,11.53573466
1,47.28579848,1,1,11.43448293
2,63.68618814,2,3,11.81379762
1,78.2262093,3,1,11.01658627
1,79.17841356,1,1,11.83261793
2,60.74247951,2,2,9.724555388
2,66.96631994,2,1,10.64962376
2,38.51896883,2,2,10.04903032
3,83.77675601,3,3,7.551210649
3,96.24255596,1,2,10.00655443
2,114.0631729,1,1,9.749323691
1,43.24652457,1,1,12.02294884
2,28.19242776,1,2,10.96982563
2,93.75556681,1,1,9.541010948
1,74.63711915,2,2,13.19049325
2,58.71894592,2,3,11.31583515
1,70.8557709,2,2,11.85786117
3,67.24415953,1,3,10.41126536
1,37.32262629,3,1,11.4560554
3,32.52464888,2,2,10.73863749
3,57.07481763,1,1,12.25120622
2,94.12515285,2,3,10.80569637
3,57.44807733,3,2,10.17232277
1,37.45435227,1,3,11.92959127
1,72.60427013,2,2,10.02746712
1,61.60993205,2,1,9.345953041
1,73.50877267,2,1,10.66332212
1,53.27865786,3,2,12.63391712
2,56.15754216,2,1,11.18746052
2,37.57781657,2,2,9.708455121
2,85.6766692,1,2,11.26305104
2,37.91099383,2,2,10.23845249
2,9.432339327,3,1,9.441255459
2,50.55750661,1,2,8.974718659
2,46.13627145,3,2,12.20530956
2,31.82796509,3,2,12.54586117
2,45.85947334,1,2,10.16674038
3,70.81751949,3,2,9.573186478
2,46.9922229,3,2,10.78293235
2,81.96874478,2,3,10.66863951
3,67.34687586,2,1,10.02951857
3,76.74659405,3,2,9.592036888
2,93.84937208,2,1,11.28644269
1,17.31135747,2,1,11.50038955
2,60.26620201,1,2,11.28313527
3,59.98639462,3,1,9.492106868
2,85.28302959,2,2,8.953391278
3,88.51981002,3,3,7.977351061
3,77.32048435,1,2,8.678510609
1,34.03127359,3,1,9.256140093
1,53.28278634,1,1,10.31113854
2,44.58587332,2,1,10.78614555
2,41.16726011,3,3,9.397212394
2,41.85875837,2,1,12.91491448
3,82.87764977,3,1,10.55678786
2,49.45432964,3,3,9.43786009
3,80.74881674,2,2,9.773867082
2,60.05932905,3,2,11.9234135
2,50.87551284,3,2,11.97820582
2,63.25387587,3,3,8.471320421
2,28.14494811,3,2,10.04364851
2,37.24391821,2,2,11.29562952
1,26.66357121,1,1,11.27822156
3,74.54054642,2,3,8.532393642
2,58.75263189,1,1,11.08947798
3,39.36000999,2,2,10.353357
1,80.53235495,1,3,11.63847881
1,83.77507801,3,2,8.512928601
1,62.48692087,2,1,11.3287776
2,50.80636389,2,2,12.96303156
1,84.55387072,2,2,11.18297802
1,59.40960518,3,2,9.297253979
2,52.5179663,1,2,10.45866513
1,85.3236551,3,2,12.33429561
2,105.1733527,1,2,10.57123795
3,76.51085494,3,2,8.172707894
2,37.01238163,1,3,11.33611273
2,56.17574679,3,2,9.551530314
2,71.51418797,2,3,9.828019288
2,51.66902231,2,2,9.724817626
2,64.08209459,1,3,9.894525838
3,76.34418367,2,3,7.850312865
1,36.86546811,3,3,12.35032371
3,90.78342573,1,2,9.579402906
1,82.69453486,2,2,11.46398579
3,43.98114908,3,1,8.542407949
1,56.15751592,2,1,11.9643091
2,36.53232506,1,2,11.10445146
1,38.69138311,3,2,9.411022925
3,44.87847855,3,1,9.736610699
2,70.65791219,3,2,8.848459763
1,51.10115939,3,2,8.833514362
2,83.21690385,2,2,10.15888621
2,40.42024646,3,2,8.869587839
1,74.40394347,2,1,12.30117552
1,72.42976315,3,1,10.39805541
1,35.83028505,2,1,10.6199138
2,41.00380246,2,3,10.03006386
1,31.97945488,3,2,10.97834194
2,21.09726176,2,3,11.11136162
2,109.8633287,1,3,11.05834746
2,72.96014231,1,2,10.06449336
1,41.97732625,2,1,13.57054085
1,46.43618684,1,2,10.67005438
3,86.41201677,2,2,10.68437215
2,103.6122283,1,3,10.77846849
1,75.11174707,1,1,12.77860163
1,20.23942999,3,2,9.920914916
2,73.24646106,2,3,10.25395021
3,54.65443914,1,1,12.20762754
1,51.1390131,3,1,9.737219593
3,100.9589773,1,2,9.521335968
2,57.48288705,1,3,9.109986446
1,23.6467005,3,2,12.06249656
2,39.54465759,2,3,10.57588199
1,80.1345544,2,1,10.21728863
3,84.56776529,2,2,10.14254128
1,60.39608222,2,1,10.60765834
2,60.80192201,2,1,10.37718626
2,39.92777121,2,2,11.44522546
2,86.70849681,1,3,9.192341652
2,34.72383322,2,1,11.52832007
3,92.00578542,1,1,11.32907047
2,32.22021936,3,2,11.24506159
2,44.5368701,2,1,12.49968262
1,34.6423926,2,1,11.78083778
1,43.83418771,3,2,11.68797476
2,106.8688183,1,1,12.0182624
2,33.60307774,2,3,10.26098127
3,64.62316199,3,2,9.404186741
2,99.21831654,2,3,9.795413395
2,64.30403758,3,2,9.912679195
1,52.03057967,2,1,10.93297152
2,91.90148009,2,1,11.45455713
2,72.78201378,3,1,9.065421197
2,69.64569214,3,2,10.32687229
2,119.8887268,2,1,10.60177453
2,82.12578892,2,3,11.11465527
2,80.93448769,3,1,10.51454867
1,56.48658816,1,1,11.7918909
2,107.1229274,3,3,6.997057521
2,72.59137094,1,3,11.61231216
2,60.01457603,3,2,10.48279343
3,51.0791631,2,1,12.13966886
3,53.44127571,1,3,10.06632568
2,35.48257387,1,2,11.23912727
1,41.23358102,1,2,12.48882807
1,20.4893041,3,1,12.3350674
2,32.19276608,1,2,9.519041591
1,20.87036321,1,1,11.84078725
1,79.58031063,1,2,11.97075386
2,8.053879216,2,2,10.22722046
1,84.31893996,3,1,10.16632886
2,43.54643968,3,2,9.577638064
2,46.33719996,2,2,12.49199475
1,53.99341385,3,1,11.63593551
1,49.72556579,1,1,11.38440493
2,44.52088965,3,3,11.89701389
3,101.279098,1,3,8.818901291
2,94.5202802,2,2,11.22239834
2,48.68920105,3,1,10.29829138
2,71.50302702,2,1,9.276439215
2,59.09692772,2,2,9.350355016
2,39.14130326,2,1,12.06525918
1,69.18532064,3,2,9.640091374
3,58.61886761,1,3,9.02853405
3,65.91429561,2,2,8.216937571
1,71.84849267,3,1,11.8246793
3,56.41075693,1,3,10.16130112
1,51.68693819,3,2,12.82548905
2,91.31901838,1,1,11.47560421
2,20.55268556,2,2,12.88507024
1,31.35876628,3,2,10.00436102
1,29.35888181,2,1,12.68992688
2,47.84978711,1,3,11.26209981
2,64.35308917,2,2,10.84017529
2,59.82104816,2,2,13.06165005
2,31.88107204,1,2,12.25997185
2,40.86482052,2,2,12.66858412
2,93.0340662,3,1,10.87674971
1,62.76280189,3,1,11.7450515
2,35.3547351,2,2,10.70283924
1,60.16916623,3,3,11.36874397
2,33.2398721,3,2,8.994132943
2,104.0355127,1,1,11.0413643
2,72.5978025,2,3,11.16572398
1,67.39221917,3,1,9.892592088
1,45.63670907,2,1,9.995261193
3,72.78739054,3,2,10.06633299
1,39.29459168,2,2,11.67233419
2,32.08579218,3,2,9.484980784
2,47.01718254,3,2,12.41355313
2,49.19874815,3,3,10.88058215
1,27.27519555,2,1,11.78678757
2,84.77234487,3,3,8.418860534
2,56.59338956,3,2,9.206636835
3,68.05607578,3,2,9.008935698
2,51.64904946,2,1,10.26854777
1,62.70046072,3,3,9.516283318
1,69.00112166,2,1,9.805102993
2,76.67020378,1,3,11.26481407
2,54.67314142,2,3,11.16666292
2,49.13571866,2,1,11.09985624
3,63.04698493,2,3,9.37879486
2,55.41132992,2,2,10.05438007
3,93.03847234,3,1,10.14969288
2,57.3656767,3,2,11.32458768
2,29.29067521,1,2,11.7715025
1,34.31896088,2,1,12.69705609
3,73.85066007,3,2,8.34186998
2,57.16718845,1,2,11.26798971
1,30.72570613,3,2,11.60659816
2,56.497704,2,2,9.350892281
3,46.87229868,1,3,10.66398946
2,57.48214126,3,3,9.343081482
2,32.56583175,2,2,11.64573684
3,48.16068878,1,2,9.976751228
2,110.018244,1,1,11.29365455
3,34.90919646,2,2,12.10831386
1,50.82290718,2,2,10.17808114
3,54.07123924,3,3,9.742600306
3,90.1555093,2,3,9.105446351
1,74.43971967,2,1,12.60523125
2,84.85073155,1,3,11.57691944
3,62.69850412,3,2,7.854446947
1,66.35983375,1,1,9.660452847
1,84.7361265,3,1,9.669246983
1,48.42285034,3,2,11.52166949
2,87.5531993,3,1,10.65498383
2,28.99109669,2,3,9.947399519
3,79.78658156,3,2,8.71133051
1,47.21229023,2,1,9.257706005
2,87.47734881,3,1,9.373396146
2,20.24338095,2,2,10.03742694
3,43.58927212,3,1,10.45694109
2,93.58627981,2,2,11.35194091
1,67.66281029,3,1,11.31014976
2,25.0911147,2,2,10.96806727
3,54.80508901,1,2,12.22866156
2,40.51186158,2,3,10.25090271
2,41.7235217,2,3,9.690598388
1,86.148401,2,2,10.51205505
1,61.4693804,2,2,12.87718178
1,54.70447964,3,1,9.046311486
3,39.69998299,1,2,11.14637171
1,108.1534719,1,1,11.82101637
2,81.71562046,2,2,12.08751013
2,45.88913445,1,2,11.46391167
1,36.15685394,2,1,12.66416001
3,61.01750568,1,3,10.19621385
2,66.88397507,2,3,11.413274
1,84.69287369,3,1,8.70436894
2,59.11590674,2,2,9.915578853
2,52.7633612,1,1,10.65964359
2,49.81903019,2,2,9.897810926
3,65.21417895,3,3,9.417981792
2,78.8060346,1,2,11.12256729
2,98.08876684,2,3,8.473756924
2,73.77728858,1,2,11.86631806
2,67.76776523,1,2,11.06072481
2,40.27407503,1,2,11.19352102
1,50.6276147,1,2,11.88421264
1,33.8900255,2,2,11.32680854
3,65.73254198,1,3,11.27265761
2,34.81873579,3,1,10.27054511
3,44.44434152,2,3,10.84224736
1,46.21675504,2,1,10.62813343
2,91.55077062,3,2,8.502396443
3,85.78416378,3,2,12.95961639
3,84.6731274,2,2,11.63372969
1,77.28217009,2,1,10.94794699
2,52.81502048,1,3,9.814015142
2,90.31427125,1,1,12.58578433
2,46.89447361,2,1,12.46393013
1,23.23212892,3,2,10.11098187
2,25.61222487,3,1,11.77800004
2,9.220614348,1,2,11.04773053
2,61.75480106,2,2,11.83370817
2,56.23396967,3,3,8.737769851
1,76.15915659,3,1,12.52667027
2,54.03725918,2,2,10.09903831
2,76.20063829,2,1,10.59243337
3,58.06142062,2,2,11.75568702
2,46.01814999,1,1,13.90591902
2,34.15152078,2,2,10.18921136
2,87.74253657,3,3,7.770603642
3,36.4956814,2,3,9.5013164
3,65.973575,3,1,10.11422374
3,91.24985411,3,3,9.411066114
1,29.90147534,3,2,10.01600387
2,38.52787781,1,2,9.949063547
1,77.40595103,2,2,10.25126236
1,24.54761699,2,2,11.01028445
3,73.01698929,3,2,7.758829439
3,40.37200293,2,2,11.66870709
2,88.46235864,3,3,9.857758154
3,78.5590753,1,2,12.40604732
1,26.12560062,3,2,10.86700404
2,70.78669942,2,3,10.84426939
2,58.21525262,3,2,11.01009718
1,79.60506876,3,1,10.4965044
2,14.71497886,2,3,9.383446918
2,28.79502515,2,3,11.01397714
3,94.3904763,1,2,10.21975003
2,65.6845211,3,1,10.35450898
2,9.424914682,3,2,9.644731225
2,40.86112528,2,2,11.90867533
2,35.8605484,1,2,10.19840427
2,87.79663154,3,1,10.83672325
1,31.40566901,2,1,9.980658262
2,82.63874387,3,3,9.929999387
3,58.13050534,2,1,10.51710722
1,38.20617876,3,2,9.521156696
2,45.73128306,3,1,9.887559568
3,67.82296019,1,3,9.997107767
2,40.64882709,1,2,10.77951129
2,42.42673738,3,2,10.28266094
3,83.64048705,2,3,8.264362343
2,85.10685435,2,2,12.03132582
3,70.2674593,2,3,9.052834139
2,66.8694023,1,2,12.26335979
2,39.6099885,3,1,10.80796672
2,75.09584967,1,2,8.94040454
2,105.9717542,1,2,10.50802762
1,82.16408369,1,1,13.0938979
1,21.1266621,3,1,10.27129506
2,50.62523219,2,3,11.19257292
2,84.28607153,3,3,9.059227288
1,52.14338727,1,1,12.27526003
2,41.05298932,2,2,11.28872309
2,35.72242528,2,3,10.93920697
2,59.35970768,1,2,12.10548196
2,47.9826964,1,1,9.613760161
3,82.22923107,3,3,7.202741022
1,14.11413881,3,1,10.08125837
2,50.53436185,3,2,10.24599252
3,109.0535183,2,3,9.367916124
2,39.31494226,2,2,9.297116514
2,82.94764266,2,3,9.885414011
2,69.40036196,3,3,9.067799975
2,91.22050691,1,2,9.833789228
2,82.09027478,1,1,9.462208944
2,62.50117715,3,2,11.76344938
2,42.41765406,3,2,11.48367042
2,49.26217044,2,1,11.57793735
